recipe_id,recipe_name,ingredients,cuisine,state,region,meal_type,diet_type,prep_time,cook_time,total_time,nutrition,season,weather_tags,spice_level,difficulty,ingredient_count,rating,instructions,image_url,source,recipe_scope,calories,carbohydrates,protein,fat,fibre,sodium,calcium,iron,vitamin_c,folate,ingredients_clean,ingredient_list,canonical_ingredients,cooking_time_minutes,meal_match,diet_match,cuisine_match,time_match,context_score,nutrition_match_score,diet,recipe_text,han_score,region_match,cooking_time_numeric,content_score,pantry_score,expiry_score,behaviour_score,pantry_match_pct,missing_ingredient_count,rf_score,nutrition_available,nutrition_score,final_score
4878,Healthy Tomato Carrot Onion Soup Recipe,"['Oil', 'Tomatoes', 'Onion', 'Carrot (Gajjar)', 'Garlic', 'Salt', 'Whole Black Peppercorns', 'Sugar']",indian,,,Dinner,Diet: Vegetarian,10 M,20 M,30 M,,All,Any,,Medium,8,4.9,"['To begin making the Healthy No Cream Tomato Carrot Onion Soup recipe, firstly heat oil in a heavy bottomed pan. Once the oil is hot, add chopped garlic and saute it for about 20 seconds.', 'After 20 seconds, add chopped onions and cook them till they become soft and translucent. Once the onions are cooked, add the thinly sliced carrots.', 'Add the required salt, mix it well and cover the pan for about 3 minutes. We have to cook carrots only half.', 'Once the carrots are partially cooked, add chopped tomatoes and season it with crushed black pepper. Mix it well and let it cook for about a minute.', 'After a minute,\xa0add some water and cover it with the lid again. Cook till the tomatoes are fully cooked and mushy. Switch off the gas and let the mixture come to room temperature.', 'Once it comes to room temperature, strain the mixture and keep the water aside. Grind the mixture to form a puree.', 'Now, add the water in the puree and add it to the wok again. Switch on the gas and let it cook for about a minute.', 'Add some more salt, little bit sugar if you feel tomato is too sour. Let it cook for about 3 to 4 minutes.', 'After 3 to 4 minutes, switch off the gas and serve. (If you want it more thin you can strain ready soup again, discard the waste and cook strained part for one more minute)', 'Serve\xa0Healthy No Cream Tomato Carrot Onion Soup along with\xa0Garlic Bread\xa0and\xa0Bean Sprout & Corn Salad\xa0for your healthy weeknight dinner.']",,main_7288,indian,,,,,,,,,,,"Oil, Tomatoes, Onion, Carrot (Gajjar), Garlic, Salt, Whole Black Peppercorns, Sugar","['Oil', 'Tomatoes', 'Onion', 'Carrot (Gajjar)', 'Garlic', 'Salt', 'Whole Black Peppercorns', 'Sugar']","['oil', 'tomato', 'onion', 'carrot gajjar', 'garlic', 'salt', 'whole black peppercorns', 'sugar']",,1.0,0.0,1.0,1.0,0.75,0.0,,"Healthy Tomato Carrot Onion Soup Recipe ['Oil', 'Tomatoes', 'Onion', 'Carrot (Gajjar)', 'Garlic', 'Salt', 'Whole Black Peppercorns', 'Sugar'] indian  Dinner  ",0.8089668,1.0,,0.4107493212022041,0.5,0.5,0.5,0.5,0.5,0.98,False,0.5,0.6494948842404408
4878,Healthy Tomato Carrot Onion Soup Recipe,"['Oil', 'Tomatoes', 'Onion', 'Carrot (Gajjar)', 'Garlic', 'Salt', 'Whole Black Peppercorns', 'Sugar']",indian,,,Dinner,Diet: Vegetarian,10 M,20 M,30 M,,All,Any,,Medium,8,4.9,"['To begin making the Healthy No Cream Tomato Carrot Onion Soup recipe, firstly heat oil in a heavy bottomed pan. Once the oil is hot, add chopped garlic and saute it for about 20 seconds.', 'After 20 seconds, add chopped onions and cook them till they become soft and translucent. Once the onions are cooked, add the thinly sliced carrots.', 'Add the required salt, mix it well and cover the pan for about 3 minutes. We have to cook carrots only half.', 'Once the carrots are partially cooked, add chopped tomatoes and season it with crushed black pepper. Mix it well and let it cook for about a minute.', 'After a minute,\xa0add some water and cover it with the lid again. Cook till the tomatoes are fully cooked and mushy. Switch off the gas and let the mixture come to room temperature.', 'Once it comes to room temperature, strain the mixture and keep the water aside. Grind the mixture to form a puree.', 'Now, add the water in the puree and add it to the wok again. Switch on the gas and let it cook for about a minute.', 'Add some more salt, little bit sugar if you feel tomato is too sour. Let it cook for about 3 to 4 minutes.', 'After 3 to 4 minutes, switch off the gas and serve. (If you want it more thin you can strain ready soup again, discard the waste and cook strained part for one more minute)', 'Serve\xa0Healthy No Cream Tomato Carrot Onion Soup along with\xa0Garlic Bread\xa0and\xa0Bean Sprout & Corn Salad\xa0for your healthy weeknight dinner.']",,main_7288,indian,,,,,,,,,,,"Oil, Tomatoes, Onion, Carrot (Gajjar), Garlic, Salt, Whole Black Peppercorns, Sugar","['Oil', 'Tomatoes', 'Onion', 'Carrot (Gajjar)', 'Garlic', 'Salt', 'Whole Black Peppercorns', 'Sugar']","['oil', 'tomato', 'onion', 'carrot gajjar', 'garlic', 'salt', 'whole black peppercorns', 'sugar']",,1.0,0.0,1.0,1.0,0.75,0.0,,"Healthy Tomato Carrot Onion Soup Recipe ['Oil', 'Tomatoes', 'Onion', 'Carrot (Gajjar)', 'Garlic', 'Salt', 'Whole Black Peppercorns', 'Sugar'] indian  Dinner  ",0.80398625,1.0,,0.4107493212022041,0.5,0.5,0.5,0.5,0.5,0.98,False,0.5,0.6487478017404408
8915,Garlic Red Chicken Gravy Recipe,"['Chicken', 'Oil', 'Butter (Salted)', 'Onion', 'Dry Red Chillies', 'Garlic', 'Curd (Dahi / Yogurt)', 'Turmeric powder (Haldi)', 'Salt', 'Cumin powder (Jeera)']",north indian,,,Dinner,Diet: High Protein Non Vegetarian,5 M,15 M,20 M,,All,Any,,Easy,10,4.7,"['To begin making the Garlic Red Chicken Gravy recipe, soak red chillies and garlic for 10 minutes in hot water.', 'Take a mixie jar. Grind the soaked red chillies and garlic into a fine paste. Keep it aside.', 'To begin the garlic red chicken gravy, heat oil in a pressure cooker. Add finely chopped onions, stir it till it turns golden brown.', 'Now add chicken, salt and turmeric powder in it. Add the paste and stir well.', 'Add curd and mix it properly. Now add cumin powder and stir.', 'Next, close the pressure cooker lid and wait for one whistle. The Hot spicy delicious Garlic red chicken gravy is ready to serve now.', 'Serve Garlic Red Chicken Gravy along with\xa0Steamed Rice\xa0or a\xa0Garlic Naan\xa0for a weekday meal.']",,main_7288,indian,,,,,,,,,,,"Chicken, Oil, Butter (Salted), Onion, Dry Red Chillies, Garlic, Curd (Dahi / Yogurt), Turmeric powder (Haldi), Salt, Cumin powder (Jeera)","['Chicken', 'Oil', 'Butter (Salted)', 'Onion', 'Dry Red Chillies', 'Garlic', 'Curd (Dahi / Yogurt)', 'Turmeric powder (Haldi)', 'Salt', 'Cumin powder (Jeera)']","['chicken', 'oil', 'butter salted', 'onion', 'dry red chillies', 'garlic', 'curd dahi yogurt', 'turmeric powder haldi', 'salt', 'cumin powder jeera']",,1.0,0.0,1.0,1.0,0.75,0.0,,"Garlic Red Chicken Gravy Recipe ['Chicken', 'Oil', 'Butter (Salted)', 'Onion', 'Dry Red Chillies', 'Garlic', 'Curd (Dahi / Yogurt)', 'Turmeric powder (Haldi)', 'Salt', 'Cumin powder (Jeera)'] north indian  Dinner  ",0.8289316,1.0,,0.38664301780580534,0.5,0.5,0.5,0.5,0.5,0.985,False,0.5,0.6486683435611611
6868,No Onion No Garlic Raw Tomato Sabzi Recipe,"['Tomatoes', 'Green Chillies', 'Cumin seeds (Jeera)', 'Curry leaves', 'Turmeric powder (Haldi)', 'Red Chilli powder', 'Coriander Powder (Dhania)', 'Salt', 'Jaggery', 'Oil', 'Garam masala powder']",indian,,,Dinner,Diet: Vegetarian,10 M,20 M,30 M,,All,Any,,Medium,11,4.9,"['To begin making the No Onion No Garlic Raw Tomato Sabzi recipe, chop the raw tomatoes lengthwise into slices.', 'Heat oil in a kadhai/wok. Once the oil is hot, add cumin seeds and allow it to crackle.', 'Add finely chopped green chillies and curry leaves and give it a mix. Add turmeric powder, and stir.', 'Throw in the raw tomato slices. Add red chilli powder, coriander powder and sendha namak. You can as well add regular table salt to the recipe too. Mix well.', 'Continue to cook. Do not over cook the tomatoes. Cook only till the raw tomatoes are cooked al dente, such that they retain their crunchiness.', 'Now add the jaggery powder and garam masala powder. Mix everything well.', 'Remove from flame immediately. Garnish with some fresh coriander leaves and serve hot.', 'Serve No Onion No Garlic Raw Tomato Sabzi along with\xa0Dal Banjara\xa0and\xa0Phulkas\xa0for a weekday meal.']",,main_7288,indian,,,,,,,,,,,"Tomatoes, Green Chillies, Cumin seeds (Jeera), Curry leaves, Turmeric powder (Haldi), Red Chilli powder, Coriander Powder (Dhania), Salt, Jaggery, Oil, Garam masala powder","['Tomatoes', 'Green Chillies', 'Cumin seeds (Jeera)', 'Curry leaves', 'Turmeric powder (Haldi)', 'Red Chilli powder', 'Coriander Powder (Dhania)', 'Salt', 'Jaggery', 'Oil', 'Garam masala powder']","['tomato', 'green chilli', 'cumin seeds jeera', 'curry leaves', 'turmeric powder haldi', 'red chilli powder', 'coriander powder dhania', 'salt', 'jaggery', 'oil', 'garam masala powder']",,1.0,0.0,1.0,1.0,0.75,0.0,,"No Onion No Garlic Raw Tomato Sabzi Recipe ['Tomatoes', 'Green Chillies', 'Cumin seeds (Jeera)', 'Curry leaves', 'Turmeric powder (Haldi)', 'Red Chilli powder', 'Coriander Powder (Dhania)', 'Salt', 'Jaggery', 'Oil', 'Garam masala powder'] indian  Dinner  ",0.7568293,1.0,,0.43870975246609,0.5,0.5,0.5,0.5,0.5,0.985,False,0.5,0.648266345493218
8315,Chaat Masala Recipe,"['Cumin seeds (Jeera)', 'Coriander (Dhania) Seeds', 'Whole Black Peppercorns', 'Black Salt (Kala Namak)', 'Amchur (Dry Mango Powder)', 'Asafoetida (hing)', 'Salt']",indian,,,Dinner,Diet: Vegetarian,10 M,0 M,10 M,,Summer,Hot,,Easy,7,4.9,"['To begin making the Chaat Masala Recipe, heat a pan on low flame and dry roast the\xa0cumin seeds,\xa0coriander seeds and\xa0black peppercorns.', 'Roast for on medium-low heat until fragrant. This will take about 8-10 minutes.', 'Turn off the flame and allow it to come to room temperature.', 'Transfer to a mixer jar, add the black salt,\xa0dry mango powder,\xa0asafoetida and\xa0salt to taste.', 'Grind to a fine powder.', 'Use Chaat Masala is various chaat and buttermilk recipes.']",,main_7288,indian,,,,,,,,,,,"Cumin seeds (Jeera), Coriander (Dhania) Seeds, Whole Black Peppercorns, Black Salt (Kala Namak), Amchur (Dry Mango Powder), Asafoetida (hing), Salt","['Cumin seeds (Jeera)', 'Coriander (Dhania) Seeds', 'Whole Black Peppercorns', 'Black Salt (Kala Namak)', 'Amchur (Dry Mango Powder)', 'Asafoetida (hing)', 'Salt']","['cumin seeds jeera', 'coriander dhania seeds', 'whole black peppercorns', 'black salt kala namak', 'amchur dry mango powder', 'asafoetida hing', 'salt']",,1.0,0.0,1.0,1.0,0.75,0.0,,"Chaat Masala Recipe ['Cumin seeds (Jeera)', 'Coriander (Dhania) Seeds', 'Whole Black Peppercorns', 'Black Salt (Kala Namak)', 'Amchur (Dry Mango Powder)', 'Asafoetida (hing)', 'Salt'] indian  Dinner  ",0.8329372,1.0,,0.3956908994014559,0.5,0.5,0.5,0.5,0.5,0.97,False,0.5,0.6480787598802912
13644,How To Make Homemade Almond Flour Recipe,1 cup Badam (Almond),south indian,,,Dinner,Vegetarian,10,10,20,,All,Any,,Easy,1,,"To make the homemade almond flour, place the almonds in a blender or a food grinder and blend to make a coarse powder.If you blend too much then it will begin to start becoming moist by releasing its oils. So as soon as you notice its become a powder, stop blender.Store the Homemade Almond Flour in a Glass Jar in the freezer to last about a month.",,ELR_1000,indian,,,,,,,,,,,Badam (Almond),['Badam (Almond)'],['badam almond'],20.0,1.0,0.0,1.0,1.0,0.75,0.0,,How To Make Homemade Almond Flour Recipe 1 cup Badam (Almond) south indian  Dinner  ,0.7441625,1.0,20.0,0.4454607343202907,0.5,0.5,0.5,0.5,0.5,0.985,False,0.5,0.6477165218640581
1360,Carrot And Coriander Soup Recipe,"['Carrot (Gajjar)', 'Onion', 'Coriander (Dhania) Leaves', 'Green Chilli', 'Garlic', 'Cloves (Laung)', 'Lemon', 'Salt', 'Black pepper powder', 'Coriander (Dhania) Leaves', 'Ghee']",indian,,,Dinner,Diet: Vegetarian,10 M,15 M,25 M,,All,Any,,Medium,10,4.9,"['To begin making the Carrot And Coriander Soup recipe, Iin a large pressure pan or cooker, heat ghee or butter and add chopped onions and garlic along with slit green chillies. Fry until the onions are translucent; about 1 minute.', 'Stir in chopped carrots, coriander and cloves and sauté again for another minute on high. Add water to immerse the vegetables and pressure cook for one whistle.', 'If you do not have a pressure cooker, cook in a deep saucepan until the carrots are cooked and turn soft. Once the pressure in the cooker goes down, drain the vegetables and pour the stock into an another saucepan.', 'Remove green chilli and cloves from the drained vegetables and blend the rest to a fine puree.', 'Pour the puree into the stock and mix well. Add salt and pepper to taste and bring to a boil.', 'Once it comes to a boil, lower the heat and simmer for about 5 minutes. Garnish with finely chopped coriander leaves and serve hot with a squeeze of lemon or lime.', 'Serve\xa0Carrot And Coriander Soup with\xa0Garlic Bread\xa0and\xa0Moong Sprouts Salad With Grated Carrots and Coriander\xa0for a healthy and light dinner.']",,main_7288,indian,,,,,,,,,,,"Carrot (Gajjar), Onion, Coriander (Dhania) Leaves, Green Chilli, Garlic, Cloves (Laung), Lemon, Salt, Black pepper powder, Coriander (Dhania) Leaves, Ghee","['Carrot (Gajjar)', 'Onion', 'Coriander (Dhania) Leaves', 'Green Chilli', 'Garlic', 'Cloves (Laung)', 'Lemon', 'Salt', 'Black pepper powder', 'Coriander (Dhania) Leaves', 'Ghee']","['carrot gajjar', 'onion', 'coriander dhania leaves', 'green chilli', 'garlic', 'cloves laung', 'lemon', 'salt', 'black pepper powder', 'ghee']",,1.0,0.0,1.0,1.0,0.75,0.0,,"Carrot And Coriander Soup Recipe ['Carrot (Gajjar)', 'Onion', 'Coriander (Dhania) Leaves', 'Green Chilli', 'Garlic', 'Cloves (Laung)', 'Lemon', 'Salt', 'Black pepper powder', 'Coriander (Dhania) Leaves', 'Ghee'] indian  Dinner  ",0.8315176,1.0,,0.37992088304973737,0.5,0.5,0.5,0.5,0.5,0.985,False,0.5,0.6477118166099475
1360,Carrot And Coriander Soup Recipe,"['Carrot (Gajjar)', 'Onion', 'Coriander (Dhania) Leaves', 'Green Chilli', 'Garlic', 'Cloves (Laung)', 'Lemon', 'Salt', 'Black pepper powder', 'Coriander (Dhania) Leaves', 'Ghee']",indian,,,Dinner,Diet: Vegetarian,10 M,15 M,25 M,,All,Any,,Medium,10,4.9,"['To begin making the Carrot And Coriander Soup recipe, Iin a large pressure pan or cooker, heat ghee or butter and add chopped onions and garlic along with slit green chillies. Fry until the onions are translucent; about 1 minute.', 'Stir in chopped carrots, coriander and cloves and sauté again for another minute on high. Add water to immerse the vegetables and pressure cook for one whistle.', 'If you do not have a pressure cooker, cook in a deep saucepan until the carrots are cooked and turn soft. Once the pressure in the cooker goes down, drain the vegetables and pour the stock into an another saucepan.', 'Remove green chilli and cloves from the drained vegetables and blend the rest to a fine puree.', 'Pour the puree into the stock and mix well. Add salt and pepper to taste and bring to a boil.', 'Once it comes to a boil, lower the heat and simmer for about 5 minutes. Garnish with finely chopped coriander leaves and serve hot with a squeeze of lemon or lime.', 'Serve\xa0Carrot And Coriander Soup with\xa0Garlic Bread\xa0and\xa0Moong Sprouts Salad With Grated Carrots and Coriander\xa0for a healthy and light dinner.']",,main_7288,indian,,,,,,,,,,,"Carrot (Gajjar), Onion, Coriander (Dhania) Leaves, Green Chilli, Garlic, Cloves (Laung), Lemon, Salt, Black pepper powder, Coriander (Dhania) Leaves, Ghee","['Carrot (Gajjar)', 'Onion', 'Coriander (Dhania) Leaves', 'Green Chilli', 'Garlic', 'Cloves (Laung)', 'Lemon', 'Salt', 'Black pepper powder', 'Coriander (Dhania) Leaves', 'Ghee']","['carrot gajjar', 'onion', 'coriander dhania leaves', 'green chilli', 'garlic', 'cloves laung', 'lemon', 'salt', 'black pepper powder', 'ghee']",,1.0,0.0,1.0,1.0,0.75,0.0,,"Carrot And Coriander Soup Recipe ['Carrot (Gajjar)', 'Onion', 'Coriander (Dhania) Leaves', 'Green Chilli', 'Garlic', 'Cloves (Laung)', 'Lemon', 'Salt', 'Black pepper powder', 'Coriander (Dhania) Leaves', 'Ghee'] indian  Dinner  ",0.82215834,1.0,,0.37992088304973737,0.5,0.5,0.5,0.5,0.5,0.985,False,0.5,0.6463079276099475
6003,Indian Masala Curry Powder With Red Chillies Recipe,"['Dry Red Chillies', 'Coriander (Dhania) Seeds', 'Cumin seeds (Jeera)', 'Mustard seeds (Rai/ Kadugu)', 'Garlic', 'Turmeric powder (Haldi)', 'Methi Seeds (Fenugreek Seeds)', 'Salt']",indian,,,Dinner,Diet: Vegetarian,5 M,10 M,15 M,,All,Any,,Easy,8,4.9,"['To begin making Indian Masala Curry Powder With Red Chillies Recipe, remove the stem of dry red chillies. Now take a wide pan and dry roast red chillies for about 3 minutes on low flame or till the red chillies crisp up. Take it off on a wide plate to cool.', 'Then add coriander, cumin and mustard seeds. Add garlic pods (Do not remove skin of garlic pods- We get nice flavour with skin).', 'Roast for about 5 minutes until a nice aroma arises of the roast spices. Maintain low heat and mix continuously so that the ingredients do not burn.', 'Take out all the spices on the wide plate and roast fenugreek seeds for a couple of minutes till roasted and switch off. Allow all the spices to cool.', 'Add cooled ingredients to blender with pinch of turmeric and salt.', 'In a mixer grinder, blend to fine powder and store in an airtight container after a few minutes of spreading the masala on a plate. Use as needed to flavour your food.', 'Toss\xa0idlis\xa0in Indian Masala Curry Powder With Red Chillies Recipe and ghee to prepare podi idlis. This also soothes sore throat when had alone with rice topped with hot and freshly made\xa0ghee.']",,main_7288,indian,,,,,,,,,,,"Dry Red Chillies, Coriander (Dhania) Seeds, Cumin seeds (Jeera), Mustard seeds (Rai/ Kadugu), Garlic, Turmeric powder (Haldi), Methi Seeds (Fenugreek Seeds), Salt","['Dry Red Chillies', 'Coriander (Dhania) Seeds', 'Cumin seeds (Jeera)', 'Mustard seeds (Rai/ Kadugu)', 'Garlic', 'Turmeric powder (Haldi)', 'Methi Seeds (Fenugreek Seeds)', 'Salt']","['dry red chillies', 'coriander dhania seeds', 'cumin seeds jeera', 'mustard seeds rai kadugu', 'garlic', 'turmeric powder haldi', 'methi seeds fenugreek seeds', 'salt']",,1.0,0.0,1.0,1.0,0.75,0.0,,"Indian Masala Curry Powder With Red Chillies Recipe ['Dry Red Chillies', 'Coriander (Dhania) Seeds', 'Cumin seeds (Jeera)', 'Mustard seeds (Rai/ Kadugu)', 'Garlic', 'Turmeric powder (Haldi)', 'Methi Seeds (Fenugreek Seeds)', 'Salt'] indian  Dinner  ",0.81100786,1.0,,0.39245314286692773,0.5,0.5,0.5,0.5,0.5,0.98,False,0.5,0.6461418075733856
3995,Baked Fish In Coconut Milk Recipe,"['Fish fillet', 'Oil', 'Onion', 'Lemon juice', 'Garlic', 'Ginger', 'Green Chilli', 'Tomatoes', 'Oil', 'Coriander Powder (Dhania)', 'Cumin powder (Jeera)', 'Red Chilli powder', 'Turmeric powder (Haldi)', 'Fennel seeds (Saunf)', 'Salt', 'Coconut milk', 'Coriander (Dhania) Leaves']",south indian,,,Dinner,Diet: High Protein Vegetarian,60 M,30 M,90 M,,All,Any,,Hard,16,4.9,"['To begin making the Baked Fish In Coconut Milk recipe, in a mixing bowl, add lemon juice and oil and mix it with the fish fillets. Let the fish marinade for 1 hour in refrigerator.', 'Pre heat the oven to 350 degree C. In a fry pan heat 1/4 cup of oil and fry onion till golden.', 'Add minced garlic, ginger and green chilies and stir for 2 mins.', 'Now add tomatoes, spices, crushed fennel seeds and salt to taste. Fry for 3 to 4 minutes till tomatoes are tender.', 'Add coconut milk and simmer for 5 minutes until thick.', 'Take the fish out from the fridge and arrange them on a greased baking tray or a cast iron pan.', 'Bake the fish for 10 mins. Pour the coconut milk sauce all over the fish. cover the baking tray/pan tightly with aluminium foil and return to the oven to bake for another 15 minutes.', 'Carefully remove the pan and the foil and garnish with chopped coriander and serve hot.', 'Serve Baked Fish In Coconut Milk along with\xa0Steamed rice\xa0for a weeknight dinner.']",,main_7288,indian,86.21,2.73,8.66,4.43,1.52,73.93,21.94,0.91,10.71,38.0,"Fish fillet, Oil, Onion, Lemon juice, Garlic, Ginger, Green Chilli, Tomatoes, Oil, Coriander Powder (Dhania), Cumin powder (Jeera), Red Chilli powder, Turmeric powder (Haldi), Fennel seeds (Saunf), Salt, Coconut milk, Coriander (Dhania) Leaves","['Fish fillet', 'Oil', 'Onion', 'Lemon juice', 'Garlic', 'Ginger', 'Green Chilli', 'Tomatoes', 'Oil', 'Coriander Powder (Dhania)', 'Cumin powder (Jeera)', 'Red Chilli powder', 'Turmeric powder (Haldi)', 'Fennel seeds (Saunf)', 'Salt', 'Coconut milk', 'Coriander (Dhania) Leaves']","['fish fillet', 'oil', 'onion', 'lemon juice', 'garlic', 'ginger', 'green chilli', 'tomato', 'coriander powder dhania', 'cumin powder jeera', 'red chilli powder', 'turmeric powder haldi', 'fennel seeds saunf', 'salt', 'coconut milk', 'coriander dhania leaves']",,1.0,0.0,1.0,1.0,0.75,0.8278260869565217,,"Baked Fish In Coconut Milk Recipe ['Fish fillet', 'Oil', 'Onion', 'Lemon juice', 'Garlic', 'Ginger', 'Green Chilli', 'Tomatoes', 'Oil', 'Coriander Powder (Dhania)', 'Cumin powder (Jeera)', 'Red Chilli powder', 'Turmeric powder (Haldi)', 'Fennel seeds (Saunf)', 'Salt', 'Coconut milk', 'Coriander (Dhania) Leaves'] south indian  Dinner  ",0.80704266,1.0,,0.2592272331240918,0.5,0.5,0.5,0.5,0.5,0.985,True,0.7550401662897667,0.645405862253795
